orig_order,query,user_id,expertise,word_group,task,Duration_key1_mean,Duration_key1_std,Duration_key2_mean,Duration_key2_std,DD_time_mean,DD_time_std,UD_time_mean,UD_time_std,UU_time_mean,UU_time_std,DU_time_mean,DU_time_std,Backspace_count,Typing_speed_kpm,typing_features
0,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,<dummy>,task2,135.0,,119.0,,488.0,,353.0,,472.0,,607.0,,0,inf,"• Duration: mean=135.00 / std=<NA>
• DD-time: mean=488.00 / std=<NA>
• UD-time: mean=353.00 / std=<NA>
• UU-time: mean=472.00 / std=<NA>
• DU-time: mean=607.00 / std=<NA>
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): inf
"
1,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,tell,task2,105.2,23.295922389980614,103.6,22.36738697300156,2073.4,4261.59099398335,1968.2,4253.841111278135,2071.8,4262.39794012713,2177.0,4270.118440980296,1,29.163021289005542,"• Duration: mean=105.20 / std=23.30
• DD-time: mean=2073.40 / std=4261.59
• UD-time: mean=1968.20 / std=4253.84
• UU-time: mean=2071.80 / std=4262.40
• DU-time: mean=2177.00 / std=4270.12
• Total number of Backspace keys: 1
• Typing speed (keystrokes per minute): 29.16
"
6,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,design,task2,112.25,24.95567499158687,105.25,28.31329823851077,1218.0,3028.904611052838,1105.75,3026.172677067284,1211.0,3051.184266571167,1323.25,3053.8729859451773,0,24.959700483594197,"• Duration: mean=112.25 / std=24.96
• DD-time: mean=1218.00 / std=3028.90
• UD-time: mean=1105.75 / std=3026.17
• UU-time: mean=1211.00 / std=3051.18
• DU-time: mean=1323.25 / std=3053.87
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 24.96
"
7,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,implement,task2,108.72727272727273,24.912209492900903,102.81818181818181,25.246061799093265,740.3636363636364,1227.9401673312323,631.6363636363636,1219.4163581588755,734.4545454545455,1229.5257104783425,843.1818181818181,1238.115569579982,0,27.3201423958937,"• Duration: mean=108.73 / std=24.91
• DD-time: mean=740.36 / std=1227.94
• UD-time: mean=631.64 / std=1219.42
• UU-time: mean=734.45 / std=1229.53
• DU-time: mean=843.18 / std=1238.12
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 27.32
"
8,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,me,task2,83.77777777777777,26.616619703569505,88.44444444444444,24.541348328439042,191.88888888888889,179.01776758498335,108.11111111111111,178.37141337981012,196.55555555555554,183.84035949099365,280.3333333333333,185.09254442035206,4,331.899200983405,"• Duration: mean=83.78 / std=26.62
• DD-time: mean=191.89 / std=179.02
• UD-time: mean=108.11 / std=178.37
• UU-time: mean=196.56 / std=183.84
• DU-time: mean=280.33 / std=185.09
• Total number of Backspace keys: 4
• Typing speed (keystrokes per minute): 331.90
"
17,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,the,task2,119.5,25.08272028992982,129.25,23.35288296671618,383.125,524.7961338871097,263.625,538.6655303353173,392.875,529.898490953018,512.375,515.5041741551939,0,17.673699326190214,"• Duration: mean=119.50 / std=25.08
• DD-time: mean=383.12 / std=524.80
• UD-time: mean=263.62 / std=538.67
• UU-time: mean=392.88 / std=529.90
• DU-time: mean=512.38 / std=515.50
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 17.67
"
21,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,strategy,task2,115.33333333333333,22.34390297150433,107.88888888888889,18.26502425706331,639.4444444444445,1174.7843537338151,524.1111111111111,1160.7453903036235,632.0,1153.925582522547,747.3333333333334,1167.8045641287756,0,95.54140127388534,"• Duration: mean=115.33 / std=22.34
• DD-time: mean=639.44 / std=1174.78
• UD-time: mean=524.11 / std=1160.75
• UU-time: mean=632.00 / std=1153.93
• DU-time: mean=747.33 / std=1167.80
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 95.54
"
30,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,to,task2,123.0,41.60528812542944,133.66666666666666,30.85989846602437,109.33333333333333,36.073998022583154,-13.666666666666666,60.92892033618627,120.0,53.075418038862395,243.0,12.12435565298214,0,833.3333333333334,"• Duration: mean=123.00 / std=41.61
• DD-time: mean=109.33 / std=36.07
• UD-time: mean=-13.67 / std=60.93
• UU-time: mean=120.00 / std=53.08
• DU-time: mean=243.00 / std=12.12
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 833.33
"
40,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,and,task2,112.0,14.988884770611408,122.0,19.61292091114087,116.0,45.847573545390595,4.0,55.2871293039046,126.0,36.66969684448818,238.0,28.577380332470415,0,638.2978723404256,"• Duration: mean=112.00 / std=14.99
• DD-time: mean=116.00 / std=45.85
• UD-time: mean=4.00 / std=55.29
• UU-time: mean=126.00 / std=36.67
• DU-time: mean=238.00 / std=28.58
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 638.30
"
58,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,process,task2,98.375,34.066898470928805,98.0,33.87371505206613,248.375,218.53272883352867,150.0,216.0952171084378,248.0,211.1411173328668,346.375,214.09072676254405,0,254.9123738714817,"• Duration: mean=98.38 / std=34.07
• DD-time: mean=248.38 / std=218.53
• UD-time: mean=150.00 / std=216.10
• UU-time: mean=248.00 / std=211.14
• DU-time: mean=346.38 / std=214.09
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 254.91
"
66,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,scheduling,task2,104.54545454545455,22.287573460023207,105.63636363636364,22.706293347346627,237.45454545454547,172.23619642603396,132.9090909090909,173.4385877564267,238.54545454545453,174.19713170038332,343.09090909090907,174.2463797781775,0,89.48545861297539,"• Duration: mean=104.55 / std=22.29
• DD-time: mean=237.45 / std=172.24
• UD-time: mean=132.91 / std=173.44
• UU-time: mean=238.55 / std=174.20
• DU-time: mean=343.09 / std=174.25
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 89.49
"
77,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,algorithm:,task2,109.83333333333333,40.43588265464977,113.16666666666667,41.54479145416062,508.5833333333333,836.5603231342162,398.75,848.0835212942821,511.9166666666667,881.5673499082428,621.75,870.377047345261,0,122.44897959183673,"• Duration: mean=109.83 / std=40.44
• DD-time: mean=508.58 / std=836.56
• UD-time: mean=398.75 / std=848.08
• UU-time: mean=511.92 / std=881.57
• DU-time: mean=621.75 / std=870.38
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 122.45
"
89,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,1.,task2,115.75,27.765386124933805,161.75,112.69538588602464,550.0,511.1301204194486,434.25,489.63004741675456,596.0,565.3270439901727,711.75,584.9902420838602,0,218.97810218978103,"• Duration: mean=115.75 / std=27.77
• DD-time: mean=550.00 / std=511.13
• UD-time: mean=434.25 / std=489.63
• UU-time: mean=596.00 / std=565.33
• DU-time: mean=711.75 / std=584.99
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 218.98
"
93,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,Priority,task2,130.11111111111111,76.07635053754295,104.33333333333333,17.04406054905931,221.33333333333334,181.1587701437609,91.22222222222223,197.05568868836153,195.55555555555554,191.68731772805884,325.6666666666667,177.46689832191242,0,288.30752802989855,"• Duration: mean=130.11 / std=76.08
• DD-time: mean=221.33 / std=181.16
• UD-time: mean=91.22 / std=197.06
• UU-time: mean=195.56 / std=191.69
• DU-time: mean=325.67 / std=177.47
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 288.31
"
113,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,2.,task2,121.25,18.607794065928395,169.25,102.10901037616611,478.0,526.234421780509,356.75,508.46525610573104,526.0,600.4592686713507,647.25,617.932776818536,0,344.82758620689657,"• Duration: mean=121.25 / std=18.61
• DD-time: mean=478.00 / std=526.23
• UD-time: mean=356.75 / std=508.47
• UU-time: mean=526.00 / std=600.46
• DU-time: mean=647.25 / std=617.93
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 344.83
"
117,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,Multilevel,task2,122.91666666666667,65.63737617786951,124.16666666666667,69.74607624458275,346.6666666666667,349.6175399524804,223.75,373.2927500939809,347.9166666666667,381.38085434458566,470.8333333333333,359.0702218820495,0,193.5483870967742,"• Duration: mean=122.92 / std=65.64
• DD-time: mean=346.67 / std=349.62
• UD-time: mean=223.75 / std=373.29
• UU-time: mean=347.92 / std=381.38
• DU-time: mean=470.83 / std=359.07
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 193.55
"
129,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,Queue,task2,124.71428571428571,93.9764408166825,124.85714285714286,94.34940129014875,197.57142857142858,113.49575196581463,72.85714285714286,136.62897273446868,197.71428571428572,195.50934699370453,322.42857142857144,172.64207399786912,0,394.7368421052632,"• Duration: mean=124.71 / std=93.98
• DD-time: mean=197.57 / std=113.50
• UD-time: mean=72.86 / std=136.63
• UU-time: mean=197.71 / std=195.51
• DU-time: mean=322.43 / std=172.64
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 394.74
"
